query_cid,query_smiles,query_energy,query_functional_group,query_formula,rank,ref_cid,ref_smiles,ref_status,distance
3689916,CC1=C(C(=NO1)C)C(=O)N2CCC3(CC2)CCN(C3)C(=S)NCCC4=CCCCC4,-1.7502004802228157,Thioaldehyde_thioketone,C23H34N4O2S,2,3736711,CCN(CC)CCCNC(=S)N1CCC2(C1)CCN(CC2)C(=O)C3=C(ON=C3C)C,Success,0.000663
3689916,CC1=C(C(=NO1)C)C(=O)N2CCC3(CC2)CCN(C3)C(=S)NCCC4=CCCCC4,-1.7502004802228157,Thioaldehyde_thioketone,C23H34N4O2S,3,98785844,CC1=C(C(=NO1)C)CN(C)C(=S)N[C@H]2C[C@H]3CC[C@H]2C3,Success,0.000831
3689916,CC1=C(C(=NO1)C)C(=O)N2CCC3(CC2)CCN(C3)C(=S)NCCC4=CCCCC4,-1.7502004802228157,Thioaldehyde_thioketone,C23H34N4O2S,4,71897497,CC1=C(C(=NO1)C)CN(C)C(=S)NC2CC3CCC2C3,Success,0.000833
3689916,CC1=C(C(=NO1)C)C(=O)N2CCC3(CC2)CCN(C3)C(=S)NCCC4=CCCCC4,-1.7502004802228157,Thioaldehyde_thioketone,C23H34N4O2S,5,98785843,CC1=C(C(=NO1)C)CN(C)C(=S)N[C@@H]2C[C@H]3CC[C@H]2C3,Success,0.000835
22702666,CC(C)CC(C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O)N,-1.7114489078521729,Alcohol,C18H34N4O6,1,22706430,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CO)C(=O)O)N,Success,0.000001
22702666,CC(C)CC(C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O)N,-1.7114489078521729,Alcohol,C18H34N4O6,2,18236760,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O)NC(=O)C(C)N,Success,0.000016
22702666,CC(C)CC(C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O)N,-1.7114489078521729,Alcohol,C18H34N4O6,3,18295417,CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CO)C(=O)O)N,Success,0.000052
22702666,CC(C)CC(C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O)N,-1.7114489078521729,Alcohol,C18H34N4O6,4,18500817,CCC(C)C(C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O)N,Success,0.000052
22702666,CC(C)CC(C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O)N,-1.7114489078521729,Alcohol,C18H34N4O6,5,22706034,CCC(C)C(C(=O)NC(C)C(=O)NC(CO)C(=O)O)NC(=O)C(CC(C)C)N,Success,0.000055
137213336,CCC1CC(CC1C2=NN=C3N2C4=C(NC=C4)N=C3)NS(=O)CCC5=CC=CC=N5,-1.7707133442165741,Sulfoxide,C21H25N7OS,1,56866290,CN1C=CN=C1CN2CCCC(C2)C3=NNC(=O)N3C4=CC=CC=C4,Success,0.000901
137213336,CCC1CC(CC1C2=NN=C3N2C4=C(NC=C4)N=C3)NS(=O)CCC5=CC=CC=N5,-1.7707133442165741,Sulfoxide,C21H25N7OS,2,95524990,CN1C=CN=C1CN2CCC[C@@H](C2)C3=NNC(=O)N3C4=CC=CC=C4,Success,0.000907
137213336,CCC1CC(CC1C2=NN=C3N2C4=C(NC=C4)N=C3)NS(=O)CCC5=CC=CC=N5,-1.7707133442165741,Sulfoxide,C21H25N7OS,3,166967940,CCC1CC(CC1C2=NN=C3N2C4=C(NC=C4)N=C3)NSCCC5=CC=CC=N5,Success,0.000908
137213336,CCC1CC(CC1C2=NN=C3N2C4=C(NC=C4)N=C3)NS(=O)CCC5=CC=CC=N5,-1.7707133442165741,Sulfoxide,C21H25N7OS,4,95524991,CN1C=CN=C1CN2CCC[C@H](C2)C3=NNC(=O)N3C4=CC=CC=C4,Success,0.000911
137213336,CCC1CC(CC1C2=NN=C3N2C4=C(NC=C4)N=C3)NS(=O)CCC5=CC=CC=N5,-1.7707133442165741,Sulfoxide,C21H25N7OS,5,56746263,CN1C(=O)N(C(=N1)C2CCCN(C2)CC3=NC=CN3)C4=CC=CC=C4,Success,0.000944
131914202,COC1=CC(=C(C=C1)OC)C2CCN(C2)C(=O)CCC(=O)NC3=NN=CS3,-1.9424558579923996,Amide_N,C18H22N4O4S,1,132423382,COC1=CC=CC(=C1OC)C2CCN(C2)C(=O)CCC(=O)NC3=NN=CS3,Success,0.000635
131914202,COC1=CC(=C(C=C1)OC)C2CCN(C2)C(=O)CCC(=O)NC3=NN=CS3,-1.9424558579923996,Amide_N,C18H22N4O4S,2,96564398,COCCSC1=NN=C(S1)NC(=O)[C@@H]2CC(=O)N(C2)C3=C(C=CC(=C3)OC)OC,Success,0.000739
131914202,COC1=CC(=C(C=C1)OC)C2CCN(C2)C(=O)CCC(=O)NC3=NN=CS3,-1.9424558579923996,Amide_N,C18H22N4O4S,3,96564399,COCCSC1=NN=C(S1)NC(=O)[C@H]2CC(=O)N(C2)C3=C(C=CC(=C3)OC)OC,Success,0.000745
131914202,COC1=CC(=C(C=C1)OC)C2CCN(C2)C(=O)CCC(=O)NC3=NN=CS3,-1.9424558579923996,Amide_N,C18H22N4O4S,4,60182175,COCCSC1=NN=C(S1)NC(=O)C2CC(=O)N(C2)C3=C(C=CC(=C3)OC)OC,Success,0.000766
131914202,COC1=CC(=C(C=C1)OC)C2CCN(C2)C(=O)CCC(=O)NC3=NN=CS3,-1.9424558579923996,Amide_N,C18H22N4O4S,5,9351820,CCOCC1=NN=C(S1)NC(=O)[C@@H]2CC(=O)N(C2)C3=C(C=C(C=C3)OC)OC,Success,0.000833
110508522,CCN(CC)C(=O)COC1=C(C=C(C=C1)/C=N/NC(=S)NC2=CC=CC=C2)OCC,-2.0634999871253967,Ether,C22H28N4O3S,1,8154646,CCOC1=C(C=CC(=C1)/C=N\NC(=S)NC2=CC=C(C=C2)C)OCC(=O)N(C)C,Success,0.000667
110508522,CCN(CC)C(=O)COC1=C(C=C(C=C1)/C=N/NC(=S)NC2=CC=CC=C2)OCC,-2.0634999871253967,Ether,C22H28N4O3S,2,7933471,CCOC1=C(C=CC(=C1)/C=N\NC(=S)NC2=CC=CC=C2C)OCC(=O)N(C)C,Success,0.000675
110508522,CCN(CC)C(=O)COC1=C(C=C(C=C1)/C=N/NC(=S)NC2=CC=CC=C2)OCC,-2.0634999871253967,Ether,C22H28N4O3S,3,18292993,CCNC(=O)COC1=C(C=C(C=C1)/C=N/NC(=S)NC2=CC=C(C=C2)C(C)C)OC,Success,0.000705
110508522,CCN(CC)C(=O)COC1=C(C=C(C=C1)/C=N/NC(=S)NC2=CC=CC=C2)OCC,-2.0634999871253967,Ether,C22H28N4O3S,4,9553129,CCNC(=S)N/N=C/C1=CC(=C(C=C1)OCC2=CC=C(C=C2)C)OCC,Success,0.000808
110508522,CCN(CC)C(=O)COC1=C(C=C(C=C1)/C=N/NC(=S)NC2=CC=CC=C2)OCC,-2.0634999871253967,Ether,C22H28N4O3S,5,5818606,CCNC(=S)N/N=C\C1=CC(=C(C=C1)OCC2=CC=C(C=C2)C)OCC,Success,0.000809
69929672,C1C(=CC(C(C1(C2=CNC3=C2C(=C(C=C3)Br)Cl)O)O)OP(=O)(O)O)C(=O)O,-1.7013596594335922,Phosphonic_acid,C15H14BrClNO8P,1,149110212,C1C(C(C(C=C1C(=O)O)OP(=O)(O)O)O)OC2=CNC3=C2C(=C(C=C3)Br)Cl,Success,0.001542
69929672,C1C(=CC(C(C1(C2=CNC3=C2C(=C(C=C3)Br)Cl)O)O)OP(=O)(O)O)C(=O)O,-1.7013596594335922,Phosphonic_acid,C15H14BrClNO8P,2,129651008,C1=CC=C2C(=C1)C=C(N2)[C@]3([C@H]([C@@H](O[C@@]([C@]3(O)Cl)(C(=O)O)Br)O)O)O,Success,0.001795
69929672,C1C(=CC(C(C1(C2=CNC3=C2C(=C(C=C3)Br)Cl)O)O)OP(=O)(O)O)C(=O)O,-1.7013596594335922,Phosphonic_acid,C15H14BrClNO8P,3,140458838,C1=CC=C2C(=C1)C=C(N2)[C@]3([C@H]([C@H](O[C@@]([C@]3(O)Cl)(C(=O)O)Br)O)O)O,Success,0.001795
69929672,C1C(=CC(C(C1(C2=CNC3=C2C(=C(C=C3)Br)Cl)O)O)OP(=O)(O)O)C(=O)O,-1.7013596594335922,Phosphonic_acid,C15H14BrClNO8P,4,68754512,C1=CC=C2C(=C1)C(=CN2)[C@@]3([C@@H]([C@H]([C@@]([C@](O3)(C(=O)O)Br)(O)Cl)O)O)O,Success,0.001816
69929672,C1C(=CC(C(C1(C2=CNC3=C2C(=C(C=C3)Br)Cl)O)O)OP(=O)(O)O)C(=O)O,-1.7013596594335922,Phosphonic_acid,C15H14BrClNO8P,5,54194180,C1=CC=C2C(=C1)C(=CN2)C(=O)[C@@H]([C@H]([C@@]([C@@](C(=O)O)(O)Br)(O)Cl)O)O,Success,0.001821
17746501,CCOC(=O)C1CCN(CC1)C(=O)C2CCN(CC2)S(=O)(=O)CC3=CC=CC=C3F,-1.704757064581031,Sulfone,C21H29FN2O5S,1,17745796,CCOC(=O)C1CCN(CC1)C(=O)C2CCN(CC2)S(=O)(=O)CC3=CC=C(C=C3)F,Success,0.000262
17746501,CCOC(=O)C1CCN(CC1)C(=O)C2CCN(CC2)S(=O)(=O)CC3=CC=CC=C3F,-1.704757064581031,Sulfone,C21H29FN2O5S,2,56205823,CCOC(=O)CCN(CC1CC1)C(=O)C2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)F,Success,0.000722
17746501,CCOC(=O)C1CCN(CC1)C(=O)C2CCN(CC2)S(=O)(=O)CC3=CC=CC=C3F,-1.704757064581031,Sulfone,C21H29FN2O5S,3,92677316,COC(=O)C1CCN(CC1)C(=O)C2CCN(CC2)S(=O)(=O)CC3=CC=CC=C3F,Success,0.000741
17746501,CCOC(=O)C1CCN(CC1)C(=O)C2CCN(CC2)S(=O)(=O)CC3=CC=CC=C3F,-1.704757064581031,Sulfone,C21H29FN2O5S,4,56208796,CCOC(=O)CCN(CC1CC1)C(=O)C2CCN(CC2)S(=O)(=O)C3=CC=CC=C3F,Success,0.000793
17746501,CCOC(=O)C1CCN(CC1)C(=O)C2CCN(CC2)S(=O)(=O)CC3=CC=CC=C3F,-1.704757064581031,Sulfone,C21H29FN2O5S,5,56112630,CCCS(=O)(=O)N1CCCC(C1)C(=O)N(CCC(=O)OCC)CC2=CN=CC=C2,Success,0.000797
20981858,CC1=CC(=CC=C1)N/N=C\2/C(=O)C=C/C(=N\NC3=CC=C(C=C3)S(=O)(=O)O)/C2=O,-1.867747157812289,Sulfonic_acid,C19H16N4O5S,1,9576348,CC1=CC=C(C=C1)N/N=C\2/C(=O)C=C/C(=N\NC3=CC=C(C=C3)S(=O)(=O)O)/C2=O,Success,0.000114
20981858,CC1=CC(=CC=C1)N/N=C\2/C(=O)C=C/C(=N\NC3=CC=C(C=C3)S(=O)(=O)O)/C2=O,-1.867747157812289,Sulfonic_acid,C19H16N4O5S,2,6912947,CC1=CC=C(C=C1)N/N=C/2\C(=O)C=C/C(=N/NC3=CC=C(C=C3)S(=O)(=O)O)/C2=O,Success,0.000125
20981858,CC1=CC(=CC=C1)N/N=C\2/C(=O)C=C/C(=N\NC3=CC=C(C=C3)S(=O)(=O)O)/C2=O,-1.867747157812289,Sulfonic_acid,C19H16N4O5S,3,106170,CC1=CC=C(C=C1)NN=C2C(=O)C=CC(=NNC3=CC=C(C=C3)S(=O)(=O)O)C2=O,Success,0.000770
20981858,CC1=CC(=CC=C1)N/N=C\2/C(=O)C=C/C(=N\NC3=CC=C(C=C3)S(=O)(=O)O)/C2=O,-1.867747157812289,Sulfonic_acid,C19H16N4O5S,4,91617512,CCC1=CC=C(C=C1)N/N=C\2/C(=O)C=C/C(=N\NC3=CC=C(C=C3)S(=O)(=O)O)/C2=O,Success,0.000954
20981858,CC1=CC(=CC=C1)N/N=C\2/C(=O)C=C/C(=N\NC3=CC=C(C=C3)S(=O)(=O)O)/C2=O,-1.867747157812289,Sulfonic_acid,C19H16N4O5S,5,91617504,CCC1=CC=CC=C1N/N=C\2/C(=O)C=C/C(=N\NC3=CC=C(C=C3)S(=O)(=O)O)/C2=O,Success,0.001107
109437335,CCC(CC)(CN=C(NCC)NC1CCCC(C1)S(=O)CC)O,-1.872753500938643,Sulfoxide,C17H35N3O2S,1,109441511,CCNC(=NCC1(CCCCC1)O)NC2CCCC(C2)S(=O)CC,Success,0.000313
109437335,CCC(CC)(CN=C(NCC)NC1CCCC(C1)S(=O)CC)O,-1.872753500938643,Sulfoxide,C17H35N3O2S,2,109440301,CCNC(=NCC1(CCCCC1O)C)NC2CCCC(C2)S(=O)CC,Success,0.000355
109437335,CCC(CC)(CN=C(NCC)NC1CCCC(C1)S(=O)CC)O,-1.872753500938643,Sulfoxide,C17H35N3O2S,3,109514791,CCCC(CCC)(CN=C(NCC)NCCS(=O)C(C)(C)C)O,Success,0.000365
109437335,CCC(CC)(CN=C(NCC)NC1CCCC(C1)S(=O)CC)O,-1.872753500938643,Sulfoxide,C17H35N3O2S,4,109441009,CCNC(=NCC1(CCCC1)O)NC2CCCC(C2)S(=O)CC,Success,0.000409
109437335,CCC(CC)(CN=C(NCC)NC1CCCC(C1)S(=O)CC)O,-1.872753500938643,Sulfoxide,C17H35N3O2S,5,109439731,CCC(CC)(CCO)CN=C(NCC)NC1CCCC(C1)S(=O)CC,Success,0.000424
88431209,C[C@@H](C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N)C(=O)OCC(=O)O,-1.7653822153807823,Amine_tertiary,C19H19N3O6,1,67800434,C[C@@H](C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N)C(=O)OCC(=O)OC,Success,0.001039
88431209,C[C@@H](C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N)C(=O)OCC(=O)O,-1.7653822153807823,Amine_tertiary,C19H19N3O6,2,77357925,CC(C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N)C(=O)OCC(=O)OC,Success,0.001040
88431209,C[C@@H](C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N)C(=O)OCC(=O)O,-1.7653822153807823,Amine_tertiary,C19H19N3O6,3,22359214,CC(C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N)C(=O)O,Success,0.001188
88431209,C[C@@H](C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N)C(=O)OCC(=O)O,-1.7653822153807823,Amine_tertiary,C19H19N3O6,4,67760584,C[C@@H](C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N)C(=O)O,Success,0.001190
88431209,C[C@@H](C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N)C(=O)OCC(=O)O,-1.7653822153807823,Amine_tertiary,C19H19N3O6,5,10553597,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)N=CC3CC(=O)OCC(=O)O)N=C(N)N,Success,0.001190
55947989,CCCC1=NNC(=S)N1CC(=O)NCC2=CC(=CC=C2)NC(=O)C3=CC(=CC=C3)F,-1.7156310528517906,Imidazole_pyrrole_N,C21H22FN5O2S,1,55948367,CCCC1=NNC(=S)N1CC(=O)NCC2=CC(=CC=C2)NC(=O)C3=CC=C(C=C3)F,Success,0.000065
55947989,CCCC1=NNC(=S)N1CC(=O)NCC2=CC(=CC=C2)NC(=O)C3=CC(=CC=C3)F,-1.7156310528517906,Imidazole_pyrrole_N,C21H22FN5O2S,2,126165164,CCN1C(=NN(C1=S)CC(=O)NC2=CC=C(C=C2)F)CNC(=O)C3=CC=CC=C3C,Success,0.000872
55947989,CCCC1=NNC(=S)N1CC(=O)NCC2=CC(=CC=C2)NC(=O)C3=CC(=CC=C3)F,-1.7156310528517906,Imidazole_pyrrole_N,C21H22FN5O2S,3,39152841,CC1=CC=C(C=C1)C2=NNC(=S)N2CC(=O)NCC3=CC=C(C=C3)C(=O)NC,Success,0.000876
55947989,CCCC1=NNC(=S)N1CC(=O)NCC2=CC(=CC=C2)NC(=O)C3=CC(=CC=C3)F,-1.7156310528517906,Imidazole_pyrrole_N,C21H22FN5O2S,4,55815040,CCNC(=O)C1=CC=C(C=C1)NC(=O)CN2C(=NNC2=S)C3=CC=C(C=C3)C,Success,0.000893
55947989,CCCC1=NNC(=S)N1CC(=O)NCC2=CC(=CC=C2)NC(=O)C3=CC(=CC=C3)F,-1.7156310528517906,Imidazole_pyrrole_N,C21H22FN5O2S,5,32915251,CC1=CC=C(C=C1)C2=NNC(=S)N2CC(=O)NCC3=CC(=CC=C3)C(=O)NC,Success,0.000904
144469487,CC(C(=O)OC)NP(CCCNCC1=CNC2=C1N=CNC2=O)NCC(=O)OC,-2.012367650866736,Phosphine,C17H27N6O5P,1,79272312,C#CCN(CC(=O)O)C(=O)C1=CC=CN1C2CCNCC2,Success,0.001182
144469487,CC(C(=O)OC)NP(CCCNCC1=CNC2=C1N=CNC2=O)NCC(=O)OC,-2.012367650866736,Phosphine,C17H27N6O5P,2,136602449,CCOP(=O)(CO[C@@H]1CC[C@@H](N1)C2=CNC3=C2N=CNC3=O)OCC,Success,0.001221
144469487,CC(C(=O)OC)NP(CCCNCC1=CNC2=C1N=CNC2=O)NCC(=O)OC,-2.012367650866736,Phosphine,C17H27N6O5P,3,138585508,CN(CCN1C=CC=C(C1=O)N)CC(=O)OC,Success,0.001223
144469487,CC(C(=O)OC)NP(CCCNCC1=CNC2=C1N=CNC2=O)NCC(=O)OC,-2.012367650866736,Phosphine,C17H27N6O5P,4,62747253,CC1=C(N=CN1)CNCC(=O)OC,Success,0.001224
144469487,CC(C(=O)OC)NP(CCCNCC1=CNC2=C1N=CNC2=O)NCC(=O)OC,-2.012367650866736,Phosphine,C17H27N6O5P,5,116285663,C1CNCCC1N2C=CC=C2C(=O)NOCC(=O)O,Success,0.001244
13688315,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CNC(=O)CNC(=O)CN,-1.9507378637791817,Ether,C8H19N3O9P2,1,54552797,C(CNC(=O)CNC(=O)CN)C(P(=O)(O)O)P(=O)(O)O,Success,0.000634
13688315,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CNC(=O)CNC(=O)CN,-1.9507378637791817,Ether,C8H19N3O9P2,2,88090989,C1C(C(C(=O)N1)NO)CP(=O)(O)O,Success,0.000953
13688315,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CNC(=O)CNC(=O)CN,-1.9507378637791817,Ether,C8H19N3O9P2,3,87480199,CNC(=O)[C@H](CC1=CN=CN1)N(CP(=O)(O)O)CP(=O)(O)O,Success,0.001149
13688315,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CNC(=O)CNC(=O)CN,-1.9507378637791817,Ether,C8H19N3O9P2,4,87462985,C(CC(=O)N)C(C(=O)NCP(=O)(O)O)N,Success,0.001179
13688315,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CNC(=O)CNC(=O)CN,-1.9507378637791817,Ether,C8H19N3O9P2,5,87462989,C(CC(=O)N)[C@@H](C(=O)NCP(=O)(O)O)N,Success,0.001194
25068106,CC(C)[C@@H](C(=O)N)NC(=O)CCP(=O)(C(CCSC)N)O,-1.7785568833353977,Phosphinate,C12H26N3O4PS,1,169572149,C[C@@H](CSCC(=O)C)C(=O)N[C@@H](CCN)C(=O)N,Success,0.000776
25068106,CC(C)[C@@H](C(=O)N)NC(=O)CCP(=O)(C(CCSC)N)O,-1.7785568833353977,Phosphinate,C12H26N3O4PS,2,25068107,CC(C)[C@@H](C(=O)N)NC(=O)C(C)CP(=O)(C(CCSC)N)O,Success,0.000796
25068106,CC(C)[C@@H](C(=O)N)NC(=O)CCP(=O)(C(CCSC)N)O,-1.7785568833353977,Phosphinate,C12H26N3O4PS,3,89018370,CC(C)C[C@@H](C(=O)C)NC(=O)[C@H](CC(=O)N)N,Success,0.000818
25068106,CC(C)[C@@H](C(=O)N)NC(=O)CCP(=O)(C(CCSC)N)O,-1.7785568833353977,Phosphinate,C12H26N3O4PS,4,118629467,CC[C@H](C)C(C(=O)N[C@@H](CC(=O)N)C(=O)C)N,Success,0.000838
25068106,CC(C)[C@@H](C(=O)N)NC(=O)CCP(=O)(C(CCSC)N)O,-1.7785568833353977,Phosphinate,C12H26N3O4PS,5,173062139,CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)N)C=O)N,Success,0.000839
9821531,CC1=NC=C(C(=C1O)CNCCC(O)(P(=O)(O)O)P(=O)(O)O)CO,-1.7991786599160946,Phosphonic_acid,C11H20N2O9P2,1,46188619,CC1=NC=C(C(=C1O)CNCCCC(O)(P(=O)(O)O)P(=O)(O)O)CO,Success,0.000874
9821531,CC1=NC=C(C(=C1O)CNCCC(O)(P(=O)(O)O)P(=O)(O)O)CO,-1.7991786599160946,Phosphonic_acid,C11H20N2O9P2,2,449016,CC1=NC=C(C(=C1O)CNC(CCCP(=O)(O)O)C(=O)O)COP(=O)(O)O,Success,0.001144
9821531,CC1=NC=C(C(=C1O)CNCCC(O)(P(=O)(O)O)P(=O)(O)O)CO,-1.7991786599160946,Phosphonic_acid,C11H20N2O9P2,3,21959086,CC1=NC=C(C(=C1O)CO)CP(=O)(O)O,Success,0.001167
9821531,CC1=NC=C(C(=C1O)CNCCC(O)(P(=O)(O)O)P(=O)(O)O)CO,-1.7991786599160946,Phosphonic_acid,C11H20N2O9P2,4,281817,CC1=NC=C(C(=C1O)CO)CCP(=O)(O)O,Success,0.001293
9821531,CC1=NC=C(C(=C1O)CNCCC(O)(P(=O)(O)O)P(=O)(O)O)CO,-1.7991786599160946,Phosphonic_acid,C11H20N2O9P2,5,69003188,CC1=NC=C(C(=C1O)CN[C@@H]([C@@H](C)O)C(=O)O)C(O)OP(=O)(O)O,Success,0.001320
156886359,C1=CC=C(C(=C1)/C(=C/C(=C(N)N)NCCC2=CC=C(C=C2)CN)/N)O,-1.7781058251859463,Amine_primary,C19H25N5O,1,145145766,CN(CC1=CC=CC=C1)C(=C(N)N)/C=C(/C2=CC=CC=C2O)\N,Success,0.000646
156886359,C1=CC=C(C(=C1)/C(=C/C(=C(N)N)NCCC2=CC=C(C=C2)CN)/N)O,-1.7781058251859463,Amine_primary,C19H25N5O,2,156886318,C1=CC=C(C(=C1)/C(=C/C(=C(N)N)NCCC2=CC=C(C=C2)CO)/N)O,Success,0.000864
156886359,C1=CC=C(C(=C1)/C(=C/C(=C(N)N)NCCC2=CC=C(C=C2)CN)/N)O,-1.7781058251859463,Amine_primary,C19H25N5O,3,156886332,CNCC1=CC=C(C=C1)CCOC(=C(N)N)/C=C(/C2=CC=CC=C2O)\N,Success,0.000968
156886359,C1=CC=C(C(=C1)/C(=C/C(=C(N)N)NCCC2=CC=C(C=C2)CN)/N)O,-1.7781058251859463,Amine_primary,C19H25N5O,4,145145730,C1CN(CCN1C2=CC=CC=C2)C(=C(N)N)/C=C(/C3=CC=CC=C3O)\N,Success,0.001009
156886359,C1=CC=C(C(=C1)/C(=C/C(=C(N)N)NCCC2=CC=C(C=C2)CN)/N)O,-1.7781058251859463,Amine_primary,C19H25N5O,5,145145754,C1CN(CC1(CC2=CC=CC=C2)O)C(=C(N)N)/C=C(/C3=CC=CC=C3O)\N,Success,0.001023
101641648,C1=NN=C2C1=NC=NC2([C@H]3[C@@H]([C@@H]([C@H](O3)CCl)O)O)N,-1.858106896281214,Azine,C10H12ClN5O3,1,434503,C1=CC=C(C=C1)N2C3C(=NC4=CC(C=CC4=N3)Cl)C(=N2)C(C(C(CO)O)O)O,Success,0.001755
101641648,C1=NN=C2C1=NC=NC2([C@H]3[C@@H]([C@@H]([C@H](O3)CCl)O)O)N,-1.858106896281214,Azine,C10H12ClN5O3,2,435214,C1C(C(C(O1)C2=NN(C3C2=NC4=CC(C=CC4=N3)Cl)C5=CC=CC=C5)O)O,Success,0.001818
101641648,C1=NN=C2C1=NC=NC2([C@H]3[C@@H]([C@@H]([C@H](O3)CCl)O)O)N,-1.858106896281214,Azine,C10H12ClN5O3,3,129829344,CC(=O)C1(C2=NCN(C2=NC=N1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Success,0.001860
101641648,C1=NN=C2C1=NC=NC2([C@H]3[C@@H]([C@@H]([C@H](O3)CCl)O)O)N,-1.858106896281214,Azine,C10H12ClN5O3,4,149838377,C[C@@]1([C@@H]([C@@H]([C@H](O1)CO)O)O)N2CN=C3C2=NC=NC3(C4=CC=C(S4)Br)N,Success,0.001885
101641648,C1=NN=C2C1=NC=NC2([C@H]3[C@@H]([C@@H]([C@H](O3)CCl)O)O)N,-1.858106896281214,Azine,C10H12ClN5O3,5,69759038,C[C@@]1([C@@H]([C@@H]([C@H](O1)CO)O)O)C2=CC=CC=C2C3(C4=NC=NC4=NC=N3)N,Success,0.001893
4420714,CC1=CC(=CC=C1)C(=O)NCC(=O)NN=CC2=CC(=C(C=C2)OCC(=O)N)OC,-1.7682526111606194,Hydrazone,C20H22N4O5,1,6105691,CC1=CC(=CC=C1)C(=O)NCC(=O)N/N=C\C2=CC(=C(C=C2)OCC(=O)N)OC,Success,0.000470
4420714,CC1=CC(=CC=C1)C(=O)NCC(=O)NN=CC2=CC(=C(C=C2)OCC(=O)N)OC,-1.7682526111606194,Hydrazone,C20H22N4O5,2,9669950,CC1=CC(=CC=C1)C(=O)NCC(=O)N/N=C/C2=CC(=C(C=C2)OCC(=O)N)OC,Success,0.000551
4420714,CC1=CC(=CC=C1)C(=O)NCC(=O)NN=CC2=CC(=C(C=C2)OCC(=O)N)OC,-1.7682526111606194,Hydrazone,C20H22N4O5,3,55351057,CC1=CC=C(C=C1)NCC(=O)NNC(=O)CNC(=O)C2=CC(=C(C=C2)OC)OC,Success,0.000854
4420714,CC1=CC(=CC=C1)C(=O)NCC(=O)NN=CC2=CC(=C(C=C2)OCC(=O)N)OC,-1.7682526111606194,Hydrazone,C20H22N4O5,4,51088370,CC(C1=CC=CC=N1)NC(=O)COC2=CC=CC(=C2)C(=O)N,Success,0.000898
4420714,CC1=CC(=CC=C1)C(=O)NCC(=O)NN=CC2=CC(=C(C=C2)OCC(=O)N)OC,-1.7682526111606194,Hydrazone,C20H22N4O5,5,4653633,CC(C(=O)NN=CC1=CC(=C(C=C1)O)OC)NC(=O)C2=CC=CC=C2,Success,0.000907
122595514,CCOP(=O)(CC1=CC(=NC=C1)C2=NC=CC(=C2)CP(=O)(C)C)OCC,-1.8839724957945236,Phosphonate,C18H26N2O4P2,1,88887046,CCOP(=O)(C)CC1=CN=C(C=C1)C2=NC=C(C=C2)CP(=O)(OCC)OCC,Success,0.000812
122595514,CCOP(=O)(CC1=CC(=NC=C1)C2=NC=CC(=C2)CP(=O)(C)C)OCC,-1.8839724957945236,Phosphonate,C18H26N2O4P2,2,134050651,CC1=CC=C(C=C1)SCCC(=O)OCCCC2=CC=CC(=N2)C,Success,0.001042
122595514,CCOP(=O)(CC1=CC(=NC=C1)C2=NC=CC(=C2)CP(=O)(C)C)OCC,-1.8839724957945236,Phosphonate,C18H26N2O4P2,3,159362138,CCC(CC1=C(C=CC(=C1)C2=NC=CN=C2)C)C(=O)OCC,Success,0.001075
122595514,CCOP(=O)(CC1=CC(=NC=C1)C2=NC=CC(=C2)CP(=O)(C)C)OCC,-1.8839724957945236,Phosphonate,C18H26N2O4P2,4,69923022,CC(C)(C)OC(=O)CCC1=CC(=CC=C1)C2=CC=CC=N2,Success,0.001084
